object_uid,timestamp[ns],t_wo_x[m],t_wo_y[m],t_wo_z[m],q_wo_w,q_wo_x,q_wo_y,q_wo_z
96945373046044,59211074860121,0.2713773376409816,-0.4300209652356093,-0.7315930189034034,-0.4099519726589031,-0.4160189373172991,-0.5704531181216554,-0.5774520447030557
106957734975303,59211074860121,0.0452395370729847,-0.5007053602102369,-0.6707278701404922,0.4072368530580324,-0.39526196702096433,-0.5791273796764796,0.5852671193969154
111305855142671,59211074860121,-0.30870728066459613,0.11010153175971654,-1.007260597495023,0.7533121338876404,0.6209752098625969,0.14150387760973102,0.16397338288626004
96945373046044,59211074953721,0.27137732610900317,-0.43002093467937685,-0.7315929004451269,-0.40995223659743957,-0.4160183752052397,-0.5704523418271804,-0.5774530291757374
106957734975303,59211074953721,0.0452395133121605,-0.5007053982589221,-0.6707278701368051,0.40723700648859285,-0.39526229951096814,-0.5791273362203281,0.5852668310897676
111305855142671,59211074953721,-0.30870727435438705,0.11010131187743505,-1.007260772594546,0.7533139254435155,0.6209734186067568,0.1415040700391746,0.1639717697625645
96945373046044,59211074953733,0.271377311816851,-0.43002093888473036,-0.7315929007517078,-0.40995223663127234,-0.41601837513318574,-0.5704523417276716,-0.5774530293019313
106957734975303,59211074953733,0.0452395133121605,-0.5007053982589221,-0.6707278701368051,0.4072370065082603,-0.39526229955358816,-0.5791273362147578,0.5852668310528112
111305855142671,59211074953733,-0.3087072886465392,0.11010130767208148,-1.0072607729011267,0.7533139256731646,0.6209734183771455,0.14150407006384086,0.16397176955578707
96945373046044,59211108187501,0.27138589124663204,-0.43002741273341316,-0.7315781366846108,-0.4100925186557821,-0.4159677681043916,-0.5703425411568241,-0.5774983357444282
106957734975303,59211108187501,0.045245903193768394,-0.5007134399444487,-0.6707332938662185,0.4072229508039454,-0.39528639382768327,-0.5791790559251058,0.5852091560894588
111305855142671,59211108187501,-0.30868098631557556,0.11014833179123573,-1.0072481561555358,0.7529713285855435,0.6213930853655131,0.1413276030512779,0.1641076488279272
96945373046044,59211108281764,0.2713858601614434,-0.43002735976548734,-0.7315781383781785,-0.4100926843484532,-0.4159671506644956,-0.57034270335331,-0.5774985026331919
106957734975303,59211108281764,0.04524586978598383,-0.5007134187171779,-0.6707332950962286,0.4072231230363347,-0.39528656665598166,-0.5791788732144442,0.5852091003290254
111305855142671,59211108281764,-0.30868102919203216,0.11014831917517498,-1.007248157075278,0.752971117567827,0.6213935713536528,0.1413271299137564,0.16410718430145227
96945373046044,59211108281776,0.2713858601614434,-0.43002735976548734,-0.7315781383781785,-0.4100926843695561,-0.41596715058585876,-0.5703427033739673,-0.5774985026544468
106957734975303,59211108281776,0.04524586978598383,-0.5007134187171779,-0.6707332950962286,0.4072231230582703,-0.3952865666779931,-0.5791788731911741,0.5852091003219237
111305855142671,59211108281776,-0.30868102997589714,0.11014831966757321,-1.0072481272873355,0.7529711175409518,0.6213935714155481,0.14132712985349746,0.16410718424229018
96945373046044,59211141548453,0.27137788717983435,-0.43002930730542377,-0.7315874995393145,-0.40999042226476956,-0.4159570042414617,-0.5704840962550788,-0.5774387588252546
106957734975303,59211141548453,0.04524449015673021,-0.5007092476105889,-0.6707303590455054,0.4072475064004042,-0.3953722211685185,-0.5790521506147264,0.5852596706824973
111305855142671,59211141548453,-0.30867754130062747,0.11014446286333568,-1.0072521162525376,0.753028311052526,0.6213310296006335,0.1413716123047223,0.16404323101902202
96945373046044,59211141641878,0.2713779275554067,-0.43002923331073006,-0.7315874996999785,-0.40999042842617694,-0.4159568482854741,-0.5704832782023461,-0.5774396749919767
106957734975303,59211141641878,0.04524444013419757,-0.5007092623293264,-0.6707303601185381,0.40724742810184245,-0.3953721764410852,-0.5790524567630013,0.5852594524801857
111305855142671,59211141641878,-0.30867750185820925,0.11014459725186598,-1.0072521770694933,0.7530284852640304,0.621330655272824,0.1413717621571057,0.16404371997671183
96945373046044,59211141641890,0.27137792598767657,-0.4300292323259336,-0.7315874401240936,-0.4099904284269681,-0.41595684826544543,-0.570483278097288,-0.577439675109635
