tracking_timestamp_us,left_yaw_rads_cpf,right_yaw_rads_cpf,pitch_rads_cpf,depth_m,left_yaw_low_rads_cpf,right_yaw_low_rads_cpf,pitch_low_rads_cpf,left_yaw_high_rads_cpf,right_yaw_high_rads_cpf,pitch_high_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf,session_uid
9992430581,0.03827478356986276,0.1484053110093407,-0.4344936488633938,0.626780141612844,0.02186314671813573,0.13271204055160224,-0.4589722181670456,0.054488501589311865,0.16471047119923085,-0.40120400664335587,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9992530597,0.02713928590364367,0.13974022154082333,-0.42169583135438415,0.610081553010162,0.01167689309754158,0.12420059937275857,-0.4457356853853324,0.04247780381785539,0.1560690172000449,-0.3889502182438327,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9992630581,0.012749337952289299,0.11785552458270561,-0.4037807159768305,0.6496081029801215,-0.0020860752897888662,0.10291646755686366,-0.42734481013108405,0.02751415947515323,0.13364182555332443,-0.3715806100647028,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9992730597,-0.007005490825041703,0.10213573196353551,-0.3904813028282429,0.6227937617479735,-0.022178969941617784,0.08763169245608815,-0.413675320464819,0.007815460310789253,0.11761312565185342,-0.35922320147197073,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9992830581,0.3311021278970358,0.37405267141009196,-0.09840788025854724,1.3822569709238917,0.31394180061387206,0.35856165415494234,-0.1207089012255953,0.3473315086366497,0.3908529702026292,-0.07423009435525689,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9992930677,0.3221482258719449,0.36045879962016636,-0.09690855918952929,1.5558984240685023,0.3055091037017389,0.3450109236599838,-0.11898477206726926,0.3380318589975579,0.37701387420973315,-0.0735009038128536,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9993030661,0.29794891058642164,0.3435748288375864,-0.0826367867732122,1.3141804821346463,0.28210130317690063,0.3282987233492068,-0.10437437871347172,0.3131283197869371,0.3599187949061237,-0.05895060401241331,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9993130645,0.2803788364165606,0.3332237131166557,-0.06703278662321148,1.1385593719556713,0.2644465656547975,0.31876365928149464,-0.08852087407150211,0.2957050927418269,0.3489767569738682,-0.04404256049886615,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9993230629,0.23420068423158436,0.29234668070069614,-0.09236761592759543,1.0500258614796913,0.21836910447047056,0.2787325936009215,-0.11399746904140927,0.2487434250232396,0.30737172939655544,-0.06930670712836545,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
9993330613,0.03396803698385488,0.15693378495739796,-0.5006412389532183,0.5800069666882519,0.012218966957019066,0.13976082484715202,-0.5287101786661401,0.05366563735093482,0.17410503502618221,-0.449234845389763,0.0315,0.0,0.0,-0.0315,0.0,0.0,78afa5e7-6382-4816-aacb-60a02c29e470
